id,x,y,prob0,prob1,prob2,prob3,prob4,prob5,prob6,prob7,prob8,prob9,type
98,0.5942367,0.5115488,0.0,0.0,0.0,0.2921113,0.0,0.0,0.0,0.5182884,0.18488601,0.0,7
99,0.3647847,0.21032059,0.0724602,0.0,0.0,0.7224262,0.0,0.0,0.0,0.20147724,0.0,0.0,3
100,0.1611229,0.22377117,0.0,0.0,0.0,0.0,0.0,0.061359152,0.92899483,0.0,0.0,0.0,6
101,0.13608092,0.53272486,0.0,0.0,0.0,0.0,0.16040397,0.0,0.25168553,0.0,0.58044624,0.0,8
102,0.22988789,0.3110053,0.0,0.0,0.0,0.0,0.0,0.15410094,0.7483885,0.0,0.09048592,0.0,6
103,0.55416095,0.47646353,0.0,0.456018,0.0,0.0,0.0,0.0414559,0.0,0.49376735,0.0,0.0,7
104,0.39478967,0.8717278,0.0,0.0,0.0,0.0,0.8876812,0.0,0.0,0.0,0.10267052,0.0,4
105,0.4027584,0.65221846,0.0,0.6471231,0.0,0.063607745,0.2837083,0.0,0.0,0.0,0.0,0.0,1
106,0.53384274,0.30679426,0.0,0.0,0.07930781,0.11173861,0.0,0.7048892,0.0,0.09823109,0.0,0.0,5
107,0.54171556,0.55551785,0.5657333,0.0,0.0,0.0,0.0,0.21562201,0.0,0.0,0.0,0.21196318,0
108,0.4945126,0.47393256,0.0,0.59983206,0.13614564,0.0,0.0,0.18015222,0.07704213,0.0,0.0,0.0,1
109,0.45101333,0.8083098,0.0,0.0,0.0,0.2601879,0.73194945,0.0,0.0,0.0,0.0,0.0,4
110,0.38925627,0.42393562,0.0,0.0,0.0,0.0,0.0,0.0,0.48594296,0.2814657,0.12282601,0.102976926,6
111,0.4123105,0.98366535,0.0,0.0,0.0,0.0,0.99342114,0.0,0.0,0.0,0.0,0.0,4
112,0.107652225,0.22387412,0.0,0.0,0.0,0.0,0.0,0.0,0.9909862,0.0,0.0,0.0,6
113,0.2879574,0.3619009,0.0,0.0,0.0,0.0,0.0,0.0,0.6086568,0.0,0.066937394,0.31765148,6
114,0.44183025,0.7398939,0.0,0.0,0.0,0.57206273,0.34537923,0.0,0.07458625,0.0,0.0,0.0,3
115,0.22536485,0.29682833,0.0,0.0,0.0,0.0,0.04465296,0.14649108,0.80474377,0.0,0.0,0.0,6
116,0.43925533,0.54993534,0.28154638,0.11638726,0.0,0.33561975,0.0,0.0,0.0,0.081653215,0.1801436,0.0,3
117,0.39029956,0.24991342,0.0,0.0,0.0,0.61194515,0.14252628,0.0,0.0,0.23772945,0.0,0.0,3
118,0.0016607491,0.5186357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99444157,0.0,8
119,0.2932502,0.84684396,0.0,0.0,0.0,0.012994563,0.7572641,0.0,0.0,0.0,0.0,0.22299822,4
120,0.100950874,0.23080252,0.0,0.0,0.0,0.0,0.0,0.0,0.99172264,0.0,0.0,0.0,6
121,0.5197285,0.045740016,0.0,0.0,0.29646745,0.0,0.0,0.0,0.099394605,0.1232763,0.42686033,0.048929896,8
122,0.4511407,0.9315829,0.0,0.0,0.0,0.0,0.988148,0.0,0.0,0.0,0.0,0.0,4
123,0.23523043,0.52755904,0.13210928,0.24751891,0.0,0.0,0.0,0.0,0.0,0.0,0.6052706,0.0,8
124,0.3558746,0.28638226,0.0,0.062872805,0.0,0.6939944,0.0,0.0,0.23718834,0.0,0.0,0.0,3
125,0.5248242,0.44491893,0.0,0.3450742,0.0,0.0,0.0,0.6475003,0.0,0.0,0.0,0.0,5
126,0.43807483,0.48858866,0.0,0.98914003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
127,0.53052837,0.0350875,0.0,0.0,0.3993325,0.0,0.0,0.0,0.0,0.0,0.5930184,0.0,8
128,0.2468902,0.5542202,0.0,0.29488698,0.0,0.0,0.21975876,0.0,0.17331222,0.0,0.30614215,0.0,8
129,0.7060238,0.6388594,0.32981455,0.0,0.0,0.0,0.0,0.0,0.0,0.23670056,0.0,0.42907438,9
130,0.4440806,0.85161537,0.0,0.0,0.0,0.06996297,0.92527044,0.0,0.0,0.0,0.0,0.0,4
131,0.11246855,0.35582873,0.0,0.0,0.0,0.0,0.0,0.0,0.63558215,0.0,0.35721013,0.0,6
132,0.64784545,0.36861128,0.0,0.0,0.0,0.093712956,0.0,0.6281798,0.0,0.27116677,0.0,0.0,5
133,0.40204492,0.9957634,0.0,0.0,0.0,0.0,0.99483293,0.0,0.0,0.0,0.0,0.0,4
134,0.33299956,0.489089,0.0,0.37674254,0.0,0.5143933,0.0,0.0,0.10192236,0.0,0.0,0.0,3
135,0.32007977,0.1321991,0.0,0.0,0.0,0.9500975,0.0,0.0,0.0,0.04227673,0.0,0.0,3
136,0.10527249,0.33019105,0.0,0.0,0.0,0.0,0.0,0.0,0.7192838,0.10348568,0.1704265,0.0,6
137,0.37147263,0.5890208,0.024287445,0.24427618,0.0,0.016875137,0.2400198,0.0,0.33459806,0.13784373,0.0,0.0,6
138,0.9307367,0.6048637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9902926,0.0,0.0,7
139,0.26142785,0.781439,0.0,0.0,0.0,0.0,0.6164266,0.0,0.0,0.0,0.0,0.37763748,4
140,0.15897115,0.2867372,0.0,0.0,0.06957945,0.12023999,0.0,0.0,0.8049874,0.0,0.0,0.0,6
141,0.2598972,0.3988775,0.0,0.0,0.0,0.0,0.3171436,0.0,0.5739781,0.0,0.0,0.09907065,6
142,0.3689769,0.32962006,0.0,0.0,0.0,0.46873298,0.0,0.20554776,0.31800485,0.0,0.0,0.0,3
143,0.44051078,0.2198609,0.22157344,0.0,0.0,0.38499382,0.0,0.38626298,0.0,0.0,0.0,0.0,5
144,0.43218774,0.036905635,0.0,0.0,0.50917023,0.0,0.083822705,0.0,0.35668236,0.0,0.047317028,0.0,2
145,0.16466644,0.7193601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9923018,9
146,0.08000942,0.5970838,0.0,0.0,0.0,0.0,0.37773657,0.0,0.0,0.0,0.61437106,0.0,8
147,0.22258121,0.69748724,0.0,0.0,0.0,0.0,0.12464721,0.0,0.09353836,0.0,0.0,0.77596265,9
148,0.57432693,0.06642783,0.0,0.046699356,0.66769165,0.0,0.0,0.0,0.0,0.0,0.14882138,0.13071501,2
149,0.5481715,0.16469964,0.0,0.0,0.4184474,0.26334205,0.0,0.0,0.0,0.3118877,0.0,0.0,2
150,0.3408822,0.18942463,0.0,0.0,0.0,0.8433621,0.0,0.0,0.0,0.15168613,0.0,0.0,3
151,0.5405578,0.6348443,0.9361945,0.0,0.0,0.0,0.0,0.0,0.0,0.059477173,0.0,0.0,0
152,0.7026693,0.14726919,0.12381817,0.0,0.78561634,0.0,0.0,0.0,0.0,0.08340235,0.0,0.0,2
153,0.79422665,0.63858485,0.051688746,0.0,0.0,0.0,0.0,0.0,0.0,0.87228125,0.0,0.07153373,7
154,0.36748502,0.8008066,0.0,0.0,0.0,0.0,0.49025416,0.0,0.18197475,0.0,0.3201421,0.0,4
155,0.7528961,0.5692728,0.0,0.0,0.0,0.0,0.3048971,0.0,0.0,0.4356532,0.25339547,0.0,7
156,0.5757736,0.32254124,0.0,0.0,0.0,0.023989465,0.0,0.9707409,0.0,0.0,0.0,0.0,5
157,0.1922966,0.25592345,0.1116619,0.0,0.0,0.0,0.0,0.0,0.8835903,0.0,0.0,0.0,6
158,0.4506703,0.9305698,0.0,0.0,0.0,0.0,0.9877813,0.0,0.0,0.0,0.0,0.0,4
159,0.58349794,0.61385214,0.7201516,0.0,0.0,0.0,0.0,0.0,0.0,0.2362105,0.0,0.038117833,0
160,0.24633722,0.6288859,0.0,0.0,0.09222697,0.19806421,0.0,0.0,0.0,0.0,0.0,0.70410305,9
161,0.14025542,0.5323319,0.0,0.0,0.0,0.0,0.1881244,0.0,0.313172,0.0,0.49447736,0.0,8
162,0.9682797,0.5562011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9916554,0.0,0.0,7
163,0.23069237,0.30222172,0.0,0.0,0.0,0.0,0.04847277,0.18899618,0.7515767,0.0,0.0,0.0,6
164,0.41811484,0.16394301,0.0,0.0,0.0,0.6832661,0.0,0.30951223,0.0,0.0,0.0,0.0,3
165,0.21982992,0.66588193,0.0,0.0,0.0,0.0,0.0,0.0,0.27747884,0.0,0.0,0.71707195,9
166,0.5636822,0.031250235,0.0,0.0,0.60801595,0.0,0.0,0.0,0.17917165,0.0,0.20587306,0.0,2
167,0.33938092,0.6202703,0.0,0.08190194,0.0,0.0,0.0,0.528922,0.0,0.0,0.0,0.38202012,5
168,0.31826267,0.05268381,0.0,0.0,0.0,0.99133885,0.0,0.0,0.0,0.0,0.0,0.0,3
169,0.4212932,0.9713756,0.0,0.0,0.0,0.0,0.99260354,0.0,0.0,0.0,0.0,0.0,4
170,0.10762187,0.38518605,0.0,0.0,0.0,0.0,0.0,0.0,0.50237596,0.0,0.49198154,0.0,6
171,0.53223383,0.8149538,0.0,0.0,0.30099583,0.05177847,0.4047027,0.0,0.122825496,0.0,0.11676719,0.0,4
172,0.58039284,0.8465814,0.044799097,0.0,0.13333602,0.0,0.71479905,0.0,0.0,0.10330905,0.0,0.0,4
173,0.41594002,0.9790775,0.0,0.0,0.0,0.0,0.9930665,0.0,0.0,0.0,0.0,0.0,4
174,0.74696434,0.14797105,0.0,0.0,0.8068342,0.0,0.0,0.0,0.0,0.18627715,0.0,0.0,2
175,0.5581895,0.3209522,0.0,0.0,0.0,0.0,0.0,0.9263886,0.06582938,0.0,0.0,0.0,5
176,0.25590482,0.3080811,0.039164007,0.0,0.0,0.0,0.0,0.28464383,0.66976106,0.0,0.0,0.0,6
177,0.3738136,0.44344568,0.19986407,0.0,0.0,0.0,0.0,0.0,0.49632177,0.3006688,0.0,0.0,6
178,0.675765,0.11055432,0.0,0.0,0.9551418,0.0,0.0,0.03888002,0.0,0.0,0.0,0.0,2
179,0.72389007,0.12326691,0.0,0.0,0.9139888,0.0,0.0,0.0,0.0,0.07955264,0.0,0.0,2
180,0.5593255,0.3368205,0.0,0.0,0.0,0.063884154,0.0,0.9307017,0.0,0.0,0.0,0.0,5
181,0.0840146,0.5320402,0.0,0.021231841,0.0,0.0,0.0,0.0,0.0,0.0,0.81586146,0.15140484,8
182,0.3502469,0.4148605,0.0,0.0,0.0,0.0,0.0,0.0,0.7698656,0.22400577,0.0,0.0,6
183,0.30389243,0.119088896,0.0,0.0,0.0,0.94113135,0.0,0.0,0.0,0.0,0.052076682,0.0,3
184,0.5476058,0.50338787,0.0,0.4697257,0.0,0.0,0.0,0.0,0.24215098,0.28371695,0.0,0.0,1
185,0.14951134,0.27652746,0.0,0.0,0.0,0.07393519,0.0,0.0,0.91857934,0.0,0.0,0.0,6
186,0.77616525,0.43310025,0.0,0.0,0.0,0.0,0.0,0.3764872,0.0,0.6155771,0.0,0.0,7
187,0.35593197,0.29047778,0.0,0.0,0.0,0.69052523,0.0,0.0,0.28992906,0.0,0.0,0.0,3
188,0.64076424,0.376211,0.0,0.0,0.0,0.0,0.0,0.6811792,0.0,0.31001443,0.0,0.0,5
189,0.6908232,0.14068672,0.09959341,0.0,0.8585728,0.0,0.035733126,0.0,0.0,0.0,0.0,0.0,2
190,0.40443996,0.15344629,0.0,0.0,0.0,0.76494545,0.0,0.22825319,0.0,0.0,0.0,0.0,3
191,0.8758998,0.39036024,0.0,0.0,0.16012365,0.07750243,0.0,0.0,0.0330986,0.7260606,0.0,0.0,7
192,0.622746,0.81147027,0.0,0.0,0.0,0.0,0.5401334,0.0,0.0,0.45244443,0.0,0.0,4
193,0.35926178,0.41596466,0.0,0.0,0.0,0.0,0.0,0.0,0.66966975,0.32100046,0.0,0.0,6
194,0.7977704,0.70372605,0.0,0.0,0.0,0.0,0.20372449,0.0,0.0,0.7902839,0.0,0.0,7
195,0.70575947,0.56464964,0.0,0.0,0.0,0.0,0.0,0.0,0.21169281,0.7816021,0.0,0.0,7
196,0.510515,0.23951755,0.0,0.0,0.2526958,0.42331502,0.0,0.0,0.0,0.31095693,0.0,0.0,3
197,0.725445,0.32313213,0.0,0.0,0.44641313,0.036752794,0.0,0.18041594,0.0,0.33168128,0.0,0.0,2
198,0.59423655,0.5115494,0.0,0.0,0.0,0.29210293,0.0,0.0,0.0,0.5182965,0.18488625,0.0,7
199,0.36478394,0.21032095,0.07243137,0.0,0.0,0.72243273,0.0,0.0,0.0,0.20149955,0.0,0.0,3
200,0.16105713,0.22387263,0.0,0.0,0.0,0.0,0.0,0.06040908,0.92994493,0.0,0.0,0.0,6
201,0.16959119,0.283754,0.0,0.0,0.0,0.10632644,0.0,0.0,0.7790406,0.108310364,0.0,0.0,6
202,0.62843144,0.28725797,0.0,0.0,0.35791257,0.0,0.0,0.6374545,0.0,0.0,0.0,0.0,5
203,0.5457023,0.119435355,0.0,0.0,0.6793542,0.13269885,0.0,0.071659945,0.03767111,0.07492974,0.0,0.0,2
204,0.29516166,0.06799687,0.0,0.0,0.0,0.9896426,0.0,0.0,0.0,0.0,0.0,0.0,3
205,0.57695264,0.30786148,0.0,0.0,0.0,0.0,0.0,0.98913133,0.0,0.0,0.0,0.0,5
206,0.46592835,0.046019368,0.0,0.0,0.587559,0.15723847,0.0,0.0,0.23833635,0.011071445,0.0,0.0,2
207,0.5327647,0.60364985,0.73733085,0.0,0.25620884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
208,0.7115784,0.39457497,0.0,0.0,0.0,0.0,0.0,0.4394863,0.0,0.55505586,0.0,0.0,7
209,0.8084974,0.6383271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9263478,0.0,0.06321766,7
210,0.83565754,0.49070844,0.0,0.0,0.0,0.0,0.0,0.1724749,0.0,0.81667453,0.0,0.0,7
211,0.8815405,0.63217014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9861002,0.0,0.0,7
212,0.93653417,0.5960849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.990704,0.0,0.0,7
213,0.17426068,0.25659814,0.0,0.0,0.0,0.0,0.016707974,0.0,0.82955706,0.0,0.0,0.14446126,6
214,0.26648945,0.24124303,0.0,0.0,0.21610753,0.0,0.0,0.06041985,0.53917,0.0,0.0,0.1785163,6
215,0.13034822,0.39299425,0.14925258,0.0,0.0,0.0,0.0,0.0,0.33879158,0.0,0.46145663,0.0,8
216,0.39902532,0.6978139,0.0,0.21748193,0.021327307,0.0,0.6239673,0.0,0.13095048,0.0,0.0,0.0,4
217,0.49136516,0.32563266,0.0,0.0,0.0,0.0,0.0,0.7734512,0.21898559,0.0,0.0,0.0,5
218,0.34391537,0.10689306,0.0,0.0,0.09609288,0.89647967,0.0,0.0,0.0,0.0,0.0,0.0,3
219,0.021811267,0.41495308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48502657,0.5071,0.0,8
220,0.4188426,0.37874466,0.0,0.0,0.0,0.0,0.0,0.20663235,0.40688947,0.13556446,0.24570489,0.0,6
221,0.9630253,0.5633301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99124235,0.0,0.0,7
222,0.23029043,0.7092825,0.0,0.0,0.0,0.0,0.2339393,0.0,0.0,0.0,0.0,0.76017004,9
223,0.46016547,0.48133639,0.0,0.79465485,0.19741878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
224,0.4509848,0.5633247,0.25084552,0.0,0.0,0.41410348,0.0,0.0,0.25362253,0.07793205,0.0,0.0,3
225,0.38191876,0.84321666,0.0,0.0,0.0,0.0,0.74940956,0.0,0.07469181,0.0,0.17214374,0.0,4
226,0.5278928,0.5767454,0.6380092,0.0,0.0,0.0,0.0,0.0,0.0,0.1571366,0.0,0.20031399,0
